Date,Close,High,Low,Open,Volume
1985-01-01,0.6188430786132812,0.650578684898285,0.5458513632857507,0.5791737449092275,337408273
1985-02-01,0.5720880031585693,0.6217652110660071,0.5544606100462794,0.615355217956729,347629330
1985-03-01,0.5432431697845459,0.5849079421766828,0.5416407345872243,0.5752930294903169,261454835
1985-04-01,0.5240136981010437,0.5736909312620537,0.5143987789249747,0.5464486602631914,239968748
1985-05-01,0.5654197335243225,0.5767930536719221,0.5215509145387607,0.5215509145387607,275550912
1985-06-01,0.5865419507026672,0.5979153274853455,0.5589208928018774,0.5654200161982632,228261476
1985-07-01,0.5800428986549377,0.6011650395540529,0.5540467585157058,0.5865420228507537,234462827
1985-08-01,0.5798715353012085,0.5946978849334693,0.5666927530012241,0.5914032668448655,108857449
1985-09-01,0.5831664800643921,0.5914033361973883,0.5666928194560008,0.576576984826475,135034006
1985-10-01,0.6128189563751221,0.6309399772930872,0.5815191520375442,0.5815191520375442,235764917
1985-11-01,0.7228111028671265,0.7445622820205312,0.6224205932129044,0.6257668840721462,338836955
1985-12-01,0.7763530611991882,0.791411722158083,0.7044066793251115,0.7194651304159733,196633249
1986-01-01,0.8382602334022522,0.8650310923970448,0.7194648023894087,0.7696601761213908,225655655
1986-02-01,0.9718114137649536,0.9887420120322612,0.8363673708904911,0.8482186622609209,240343594
1986-03-01,1.108947992324829,1.1343438248753948,0.9565734217435242,0.9582664701681938,240320576
1986-04-01,1.0242960453033447,1.1529680108481248,1.0090587070279726,1.1140278750162411,295466928
1986-05-01,1.1015790700912476,1.120394839672769,1.029737040779984,1.033157982518261,177192366
1986-06-01,1.131512999534607,1.1648682721332189,1.0622366146252518,1.101578775034493,136914249
1986-07-01,1.0981584787368774,1.190527055185012,1.0545400319815204,1.1315137741705728,199508693
1986-08-01,1.238695502281189,1.316437917768738,1.090985064541867,1.1117163464457809,183982287
1986-09-01,1.0987588167190552,1.2438779506942563,1.0261991413836242,1.2438779506942563,213080869
1986-10-01,1.1894584894180298,1.225738116090028,1.1013504531648424,1.1091246279237428,184935836
1986-11-01,1.2265273332595823,1.2527350399058386,1.153145228685739,1.2108025339503867,130310651
1986-12-01,1.1793524026870728,1.2710798653553628,1.163627613401891,1.2212848819120066,187495075
1987-01-01,1.5593669414520264,1.6432318415634584,1.1924570857663612,1.1924570857663612,267021037
1987-02-01,1.6154413223266602,1.7026909740727374,1.5334795249123565,1.5784262314606192,198608850
1987-03-01,1.7846527099609375,1.7978723997875898,1.6075094411105937,1.6180851487544694,214873981
