Datetime,Close,High,Low,Open,Volume
2025-02-03 00:00:00+00:00,1.19992995262146,1.19992995262146,1.1997300386428833,1.1997300386428833,0
2025-02-03 00:02:00+00:00,1.1993199586868286,1.1995999813079834,1.1993199586868286,1.199480056762695,0
2025-02-03 00:04:00+00:00,1.1989400386810305,1.1994500160217283,1.1988500356674194,1.199180006980896,0
2025-02-03 00:06:00+00:00,1.1986299753189087,1.198639988899231,1.198300004005432,1.1985599994659424,0
2025-02-03 00:08:00+00:00,1.19854998588562,1.1985599994659424,1.1984000205993652,1.198490023612976,0
2025-02-03 00:10:00+00:00,1.1989500522613523,1.1989599466323853,1.19854998588562,1.19854998588562,0
2025-02-03 00:12:00+00:00,1.199079990386963,1.199079990386963,1.198699951171875,1.1989599466323853,0
2025-02-03 00:14:00+00:00,1.1991900205612185,1.1991900205612185,1.198799967765808,1.1991499662399292,0
2025-02-03 00:16:00+00:00,1.1994500160217283,1.199480056762695,1.1992000341415403,1.1993000507354736,0
2025-02-03 00:18:00+00:00,1.1990200281143188,1.1992199420928955,1.1990000009536743,1.1992199420928955,0
2025-02-03 00:20:00+00:00,1.1990400552749634,1.1990900039672852,1.1988999843597412,1.1990900039672852,0
2025-02-03 00:22:00+00:00,1.2004599571228027,1.2005499601364136,1.1988999843597412,1.199180006980896,0
2025-02-03 00:24:00+00:00,1.2010799646377563,1.2013299465179443,1.2000999450683594,1.2005599737167358,0
2025-02-03 00:26:00+00:00,1.2009600400924685,1.2014000415802002,1.200950026512146,1.2012499570846558,0
2025-02-03 00:28:00+00:00,1.2008600234985352,1.2009799480438232,1.2005000114440918,1.2009799480438232,0
2025-02-03 00:30:00+00:00,1.200629949569702,1.2006700038909912,1.1999000310897827,1.2004200220108032,0
2025-02-03 00:32:00+00:00,1.2007999420166016,1.2007999420166016,1.2005000114440918,1.2005599737167358,0
2025-02-03 00:34:00+00:00,1.200569987297058,1.2008099555969238,1.200569987297058,1.2008099555969238,0
2025-02-03 00:36:00+00:00,1.200659990310669,1.200659990310669,1.200600028038025,1.200629949569702,0
2025-02-03 00:38:00+00:00,1.200649976730347,1.200659990310669,1.2005000114440918,1.2005300521850586,0
2025-02-03 00:40:00+00:00,1.200039982795715,1.200649976730347,1.200039982795715,1.200649976730347,0
2025-02-03 00:42:00+00:00,1.200260043144226,1.200260043144226,1.1998000144958496,1.199970006942749,0
