Date,Close,High,Low,Open,Volume
,V,V,V,V,V
2008-03-19,12.535027503967285,15.308263677411375,12.202239163153996,13.200604185593868,708486000
2008-03-24,13.251631736755371,15.019846559737285,13.089674844475883,14.917791670847393,149566400
2008-04-03,14.531755447387695,14.707024151321372,13.715314768286527,13.744156657290342,100868000
2008-04-08,15.106372833251953,15.139652009303582,14.37867585693273,14.398644039623392,53925600
2008-04-18,15.308267593383789,15.629962394735692,14.908920805192253,15.088627706203177,104099600
2008-04-23,15.547863006591797,15.90727313066827,15.461338221710566,15.740879053181581,37319600
2008-04-28,16.77918243408203,17.147468898438852,16.61722643866614,16.972200222435745,132517200
2008-05-08,19.36827850341797,19.91183201507072,19.066550328557646,19.856367301936817,92836400
2008-05-13,18.27674102783203,18.525223679352038,17.923986084014373,18.1547196120009,53249600
2008-05-23,16.938919067382812,17.15190331259083,16.66603369084842,16.825770605268193,42196400
2008-05-28,18.174684524536133,18.18134002211949,17.64887990365783,17.813055050428524,52996000
2008-06-02,19.095407485961914,19.29064283161225,18.769274426664648,19.12646761611878,36856000
2008-06-12,17.651092529296875,17.919541579771792,17.427016271864698,17.515758472652223,44605600
2008-06-17,18.7847957611084,18.853573182475817,18.56515588775282,18.658336234915872,33277600
2008-06-27,18.325546264648438,18.385449120314785,17.427018663496174,17.48248339292468,176022800
2008-07-02,17.62003517150879,18.281175503553214,17.59341318417563,18.170246042600404,33804000
2008-07-07,16.77696990966797,17.735400248962247,16.41755789768924,17.41592290498115,79944400
2008-07-17,16.652740478515625,16.652740478515625,15.829643570192049,16.35101202192824,67268800
2008-07-22,16.42865753173828,16.46859221435098,15.064224517228986,15.441384092065872,65408000
2008-08-01,15.913947105407715,16.439751861714765,15.607780596520193,16.26226567406318,61715600
2008-08-06,15.858478546142578,16.15354966425936,15.7675155638532,16.151332293459227,40924000
2008-08-11,16.592832565307617,16.972211200795687,15.9627522104859,16.071464324466692,55289200
2008-08-21,16.525699615478516,16.583466721708543,16.26130733887918,16.43238469432581,15544800
2008-08-26,16.29463005065918,16.507923683461463,16.190207197114564,16.367949630991614,18667200
2008-09-05,15.943595886230469,15.992475630558083,15.385925059275056,15.545894515221985,40616800
2008-09-10,15.339269638061523,15.530344103243248,14.803816342702467,14.946011057010535,43936800
2008-09-15,15.414804458618164,15.770292815416475,15.16596464297228,15.254836732171858,38734400
2008-09-25,14.35278606414795,14.768262070262919,14.339455845212848,14.608292662665841,23895200
2008-09-30,13.639588356018066,13.648475732253305,12.526470332733368,12.526470332733368,38720400
2008-10-10,11.553328514099121,11.986578502887264,10.44243154158959,10.44243154158959,72541600
2008-10-15,11.053418159484863,12.442038531279444,10.782359191695646,12.335392588431214,76699200
2008-10-20,11.555548667907715,11.957693632972724,11.35780916409326,11.84438252712352,35965600
2008-10-30,12.053230285644531,12.477592829541381,11.237832440885239,11.2400538615656,74913200
2008-11-04,13.28854751586914,13.430742167335382,11.9710238740851,12.082113551486472,73603600
2008-11-14,12.074576377868652,12.688990269920065,11.676097356811205,11.823022473336836,37410400
2008-11-19,11.482428550720215,12.430763653797756,11.406739769783144,12.021153930350938,34948000
2008-11-24,11.068361282348633,11.130692890791634,10.191262139063388,10.59864590648451,44853600
2008-12-04,11.311013221740723,11.742883907113288,11.17967097914321,11.560340566446195,30484400
2008-12-09,11.916522979736328,12.564329459158989,11.820798925285152,12.355072678072895,32127200
2008-12-19,12.237088203430176,12.517581386154877,11.972177078918483,12.13468514856439,35585200
2008-12-24,11.774051666259766,11.96549979891518,11.720624793875126,11.896489168779793,6529600
2008-12-29,11.61376667022705,11.929878847495656,11.560339810173385,11.809667138567963,13801600
2009-01-08,12.412951469421387,12.53316318677532,11.858643299186056,12.468604947914354,34683600
2009-01-13,11.829699516296387,11.874222454869559,11.466838713350997,11.74288025314113,23133200
2009-01-23,9.86624526977539,9.89518530660277,9.300805915294227,9.50338447467708,22617200
2009-01-28,10.511829376220703,10.569708620680835,10.073279690332546,10.220204840797937,32089600
2009-02-02,11.124019622802734,11.128472003815205,10.583067643258003,10.743349113682662,28544000
2009-02-12,12.579954147338867,12.624563231920893,11.843892339642936,12.107090022822891,34827600
2009-02-17,12.100401878356934,12.312298486952567,11.971033118063025,12.198543080368065,35581600
2009-02-27,12.649097442626953,12.914526063352024,12.267684192838702,12.267684192838702,47237200
2009-03-04,12.33237075805664,12.461738644803201,12.022333001811951,12.267686389251454,35775200
2009-03-09,11.107830047607422,11.393333089623589,10.871398864633107,11.078833465423605,33554400
2009-03-19,11.75244140625,12.64686760426278,11.694449090456061,12.575492053656234,41743600
2009-03-24,11.955419540405273,12.220848250221138,11.881813852991694,12.107092845767498,43555600
2009-04-03,13.400772094726562,13.418615555987609,12.327907077843738,12.327907077843738,57694800
2009-04-08,12.896683692932129,12.907835964614266,12.582184866658626,12.892222614086517,23815600
2009-04-13,13.630510330200195,13.695194677040037,12.936828526519355,12.972516295316591,38124400
2009-04-23,12.98813247680664,13.15318897532189,12.736087076034,12.992593555238265,35890800
2009-04-28,13.54129409790039,13.837949446552239,12.95913652265,12.970289644703305,42287600
2009-05-08,15.26323127746582,15.272153434740137,14.609698147237838,14.71453136805167,37834800
2009-05-13,14.403143882751465,14.626552345758075,14.188671110566025,14.369632272406212,47555600
2009-05-18,14.83655834197998,14.867835393596012,14.356229757203101,14.593042206430619,59304400
2009-05-28,14.856659889221191,14.966129537468843,14.689103574681102,14.809744325686482,20184000
2009-06-02,14.925921440124512,14.968369600841392,14.633256848583748,14.834324840832654,31043600
2009-06-12,14.378575325012207,15.013054829049864,14.367404215015906,14.94379871959462,80963200
2009-06-17,13.706107139587402,14.097071900644336,13.58323267084519,13.95409063867263,32063600
2009-06-22,13.681539535522461,14.06580164960303,13.560898717878535,13.569835264126816,30168000
2009-07-02,13.422380447387695,13.784301907531187,13.422380447387695,13.583233956209455,21514800
2009-07-07,13.339723587036133,13.701646031869386,13.27046748575155,13.701646031869386,30361600
2009-07-17,14.320483207702637,14.521551180324494,14.298142700627194,14.353994820551518,18075600
2009-07-22,14.934855461120605,15.093475265850026,14.81644924804592,14.883472468960914,25328400
2009-07-27,15.23422622680664,15.261034156061626,14.992944636682193,15.02422169046074,14245200
2009-08-06,15.336997985839844,15.569343092790811,15.180610971146976,15.307953782175943,20892800
2009-08-11,15.32806396484375,15.471045330456974,15.310190868024016,15.312425431244565,14537600
2009-08-21,15.438817977905273,15.450006209998444,15.181504003523278,15.291141508281251,27450800
2009-08-26,15.707314491271973,15.758777955922376,15.315750366561364,15.349313347239095,18964400
2009-08-31,15.90868854522705,15.957914016040665,15.57306219740756,15.595436945845417,21521200
2009-09-10,16.17943000793457,16.219705245624056,15.72297788314848,15.747590623241177,17001600
2009-09-15,16.378568649291992,16.434506386082038,16.195092940904008,16.333819142693656,15351200
2009-09-25,15.810235977172852,16.389749862819908,15.490272191431048,16.3718493850103,48175200
2009-09-30,15.463423728942871,15.662561879125045,15.351548286949122,15.60662415812817,30467200
2009-10-05,15.250871658325195,15.43882171193933,15.143470408342148,15.185983652076994,19902400
2009-10-15,16.799230575561523,16.969280157942013,16.562053282940028,16.600092261840427,22272400
2009-10-20,16.792509078979492,16.982697040516996,16.660495133950906,16.882008091172978,16502800
2009-10-30,16.95136833190918,17.340694412344796,16.817118135940056,17.219868723847426,27308800
2009-11-04,17.521936416625977,17.788200594432247,17.47942489677735,17.519700136217924,24364000
2009-11-09,18.15962028503418,18.26701973990406,17.83294253317244,17.868743489518103,26318800
2009-11-19,17.968143463134766,18.275157753503702,17.53115387988044,17.92108317799421,36533600
2009-11-24,18.066747665405273,18.07122886476186,17.838167174455485,18.006240360853738,12153200
2009-12-04,17.988311767578125,18.284120501060325,17.63872009429793,18.172071712472693,21865600
2009-12-09,18.319978713989258,18.360316350189038,17.815759116356528,17.84265144373271,16743600
2009-12-14,18.996747970581055,19.252220742588342,18.709903389056077,19.039327050870366,70498800
2009-12-24,19.337373733520508,19.451663938741817,19.22756643580575,19.40460195856437,6912400
2009-12-29,19.725059509277344,19.783325333013764,19.41804705478333,19.41804705478333,18743200
2010-01-08,19.496482849121094,19.583880738907858,19.32392852331161,19.456145230009643,11907200
2010-01-13,19.527856826782227,19.54130213022934,19.261180243559032,19.375470452044446,13428800
2010-01-28,18.52165985107422,18.9317587115204,18.243779412782796,18.904866394371545,13070800
2010-02-02,18.826435089111328,18.929519753849604,18.712144863317963,18.882459474929647,14441600
2010-02-12,19.02755355834961,19.063463894444844,18.773943230798523,18.964712182482018,22114800
2010-02-17,19.395618438720703,19.42255118037332,19.247492640377345,19.303601234596485,14976800
2010-02-22,19.50559425354004,19.69636314841655,19.483149444014575,19.537014932117415,11572800
2010-03-04,19.534774780273438,19.626792014598415,19.330538608380667,19.525797196776058,14576800
2010-03-09,20.232763290405273,20.57390285514,20.16767710317785,20.255206389928826,36690800
2010-03-19,19.938749313354492,20.367419797103096,19.905085526503797,19.938749313354492,24224000
2010-03-24,19.91855812072754,20.18563567332425,19.882647785592273,20.109327067311323,15611600
2010-03-29,20.252962112426758,20.459443085588113,20.230519012298004,20.327025883920545,11134400
2010-04-08,20.533506393432617,20.66592360315252,20.31131677773861,20.34722710996736,10770000
2010-04-13,20.825275421142578,21.049709899164633,20.683882316416387,20.964425413943957,11436000
2010-04-23,21.678119659423828,21.729740329086486,21.37289042560101,21.590590373199138,12498800
2010-04-28,21.00930404663086,21.11029884039257,20.715295534405758,21.033991967292355,20395200
2010-05-03,20.035263061523438,20.48413197190621,19.84449411707056,20.322540602499576,31020000
2010-05-13,19.269392013549805,19.775120817151684,18.997420792325673,19.303105895246084,31835600
2010-05-18,15.754008293151855,17.08463784537705,15.349426408529661,16.87560327145951,189331200
2010-05-28,16.286714553833008,16.520473845317024,16.183321317861576,16.491254576948936,26581200
2010-06-02,16.014745712280273,16.15410271336696,15.738279873872656,16.061946862282255,37608800
2010-06-07,16.158588409423828,16.583400239868617,16.082168032023226,16.183313052664154,30615200
2010-06-17,17.585865020751953,17.785908599001548,17.365593125864848,17.48921461773341,29133200
2010-06-22,17.702747344970703,18.20622773044602,17.673526375803366,18.20622773044602,46870800
2010-07-02,16.44853973388672,16.585648496324826,16.313679133986525,16.462025279423067,18801200
2010-07-07,16.81715965270996,16.839636133746865,16.21702886331218,16.33615575616879,20873600
2010-07-12,17.197017669677734,17.390318483678705,17.05541258799941,17.080137230360847,15832800
2010-07-22,16.73623275756836,16.756462778574402,16.412566140227945,16.44178709114284,19493200
2010-07-27,17.219491958618164,17.367838079066015,17.053163970587157,17.307151419529458,17352400
2010-08-06,16.21478843688965,16.22827398897668,15.927085226723639,15.992268253221626,19362800
2010-08-11,16.55021095275879,16.739329660249382,16.435387898811253,16.66053019879497,23113600
2010-08-16,16.39710807800293,16.489415493778814,16.16521186930147,16.228251415235988,10700800
2010-08-26,15.7396821975708,16.075143385130467,15.732926492922639,16.032365844180088,14099200
2010-08-31,15.530303955078125,15.782462026282058,15.311915827197552,15.656382990680092,23217200
2010-09-10,15.329930305480957,15.417737336500725,15.012480722942284,15.048502578759408,31392000
2010-09-15,15.519047737121582,15.64737868786811,15.219608279480276,15.246625954578885,43076400
2010-09-20,15.829743385314941,15.831995287680623,15.325425470390034,15.42223665973572,29386800
2010-09-30,16.719058990478516,16.878909734284147,16.61774397750974,16.827126276406965,23144000
2010-10-05,16.883411407470703,16.883411407470703,16.58397361688733,16.68753881239941,20658000
2010-10-15,17.471031188964844,17.538574523721394,17.250392835130377,17.5070547588879,14348000
2010-10-20,17.903305053710938,17.995614170232045,17.394484973433396,17.50705606126978,19824000
2010-10-25,18.15321922302246,18.171231015492385,17.932580777212667,18.013632125628245,16515600
2010-11-04,18.00912094116211,18.033886716238097,17.79973866314589,17.946081411040815,20202000
2010-11-09,17.633134841918945,17.898802673580658,17.570095308592176,17.78397968490778,10806400
2010-11-19,17.381975173950195,17.497026588688215,17.31655287006355,17.325576814165984,10312000
2010-11-24,17.10449981689453,17.145106717439404,16.95335257864379,17.034566379733537,17354800
2010-11-29,16.73677635192871,16.971393714864227,16.45027174517984,16.971393714864227,21576400
2010-12-09,17.848955154418945,17.864746627755242,17.438375126533682,17.630129223086307,14858400
2010-12-14,18.191858291625977,18.315935395461178,18.081317967117503,18.221184824740803,24787600
2010-12-29,15.926895141601562,16.057739738553373,15.865985675374317,15.996830272326129,12998000
2011-01-03,15.908842086791992,15.999079769897568,15.834397590284992,15.881771986658773,25710000
2011-01-13,16.04871368408203,16.531483402710613,15.999082862722666,16.497644049861865,28109600
2011-01-18,16.06450653076172,16.096089470492444,15.958477352605225,16.078041584605995,19341600
2011-01-28,15.66971492767334,16.001337449633596,15.660690986535691,15.972010931791825,25048400
2011-02-02,16.263032913208008,16.263032913208008,15.960738480502657,16.032928324218982,27162400
2011-02-07,16.678119659423828,16.72549406554782,16.45026984994471,16.463806623937998,22240400
2011-02-17,17.21131134033203,17.342419721895823,17.05533751658852,17.123152672462496,23475600
2011-02-22,16.668785095214844,16.97621062491437,16.52637542431683,16.80441359958581,31588800
2011-03-04,16.883535385131836,17.166095547691356,16.732081827296053,17.14801128338106,19520000
2011-03-09,16.662010192871094,16.876756986419647,16.569331341141595,16.817983980072494,17861600
2011-03-14,16.243820190429688,16.440482701710305,16.19182835712199,16.25286232337931,13971600
2011-03-24,16.42466163635254,16.467609617947293,16.171487053125972,16.3251998849759,20558800
2011-03-29,16.320680618286133,16.38171460281063,16.218959610226687,16.35684916090969,23558400
2011-04-08,17.3424129486084,17.568461080421105,17.25199335096124,17.365017416867595,23977200
2011-04-13,17.51873207092285,17.629495184351278,17.450916934352474,17.487085467086157,18258400
2011-04-18,17.107316970825195,17.247467386599382,17.05532515904467,17.08471251011576,15332000
2011-04-28,17.554889678955078,17.821624681124817,17.530024259327476,17.821624681124817,11416000
