Datetime,Close,High,Low,Open,Volume
2025-01-08 14:30:00+00:00,241.16000366210932,242.0,240.0500030517578,241.97000122070312,3020299
2025-01-08 14:45:00+00:00,240.92860412597656,241.63999938964844,240.6499938964844,241.1499938964844,1491922
2025-01-08 15:00:00+00:00,241.5030059814453,241.75,240.8699951171875,240.94500732421875,1241344
2025-01-08 15:15:00+00:00,242.409896850586,242.8654937744141,241.47000122070312,241.52999877929688,1416985
2025-01-08 15:30:00+00:00,242.72000122070312,242.9900054931641,242.0850067138672,242.38999938964844,1025442
2025-01-08 15:45:00+00:00,243.47000122070312,243.71229553222656,242.66720581054688,242.75,1479550
2025-01-08 16:00:00+00:00,243.1649932861328,243.66000366210932,243.0500030517578,243.47999572753903,951764
2025-01-08 16:15:00+00:00,242.7100067138672,243.35940551757807,242.66000366210932,243.1699981689453,697472
2025-01-08 16:30:00+00:00,243.44500732421875,243.55780029296875,242.63999938964844,242.72610473632807,564627
2025-01-08 16:45:00+00:00,243.2749938964844,243.5800018310547,243.1499938964844,243.42999267578125,702703
2025-01-08 17:00:00+00:00,242.33999633789065,243.2828063964844,242.2700042724609,243.27999877929688,645345
2025-01-08 17:15:00+00:00,241.3699951171875,242.5,241.2400054931641,242.34500122070312,1097283
2025-01-08 17:30:00+00:00,241.5800018310547,241.64990234375,241.1999969482422,241.3600006103516,760867
2025-01-08 17:45:00+00:00,241.3999938964844,241.68299865722656,241.25,241.6100006103516,671308
2025-01-08 18:00:00+00:00,241.97000122070312,242.2400054931641,241.3500061035156,241.38999938964844,635091
2025-01-08 18:15:00+00:00,242.3500061035156,242.5086975097656,241.91000366210932,241.96499633789065,545582
2025-01-08 18:30:00+00:00,242.2350006103516,242.47999572753903,241.8699951171875,242.3500061035156,528042
2025-01-08 18:45:00+00:00,241.4219970703125,242.22999572753903,241.125,242.22999572753903,708755
2025-01-08 19:00:00+00:00,241.4098052978516,242.0200958251953,241.04400634765625,241.4250030517578,792181
2025-01-08 19:15:00+00:00,242.7949981689453,242.97999572753903,241.42999267578125,241.42999267578125,732249
2025-01-08 19:30:00+00:00,241.9949951171875,242.72000122070312,241.8699951171875,242.6999969482422,565207
2025-01-08 19:45:00+00:00,241.8699951171875,242.1150054931641,241.759994506836,241.97000122070312,483692
2025-01-08 20:00:00+00:00,241.72000122070312,242.1410980224609,241.6999969482422,241.88999938964844,780670
2025-01-08 20:15:00+00:00,242.38400268554688,242.4900054931641,241.72000122070312,241.72000122070312,622650
2025-01-08 20:30:00+00:00,242.13999938964844,242.42999267578125,241.8500061035156,242.3800048828125,655352
2025-01-08 20:45:00+00:00,242.72000122070312,242.98699951171875,241.8000030517578,242.1300048828125,2918080
2025-01-10 14:30:00+00:00,238.9900054931641,240.1499938964844,238.0,240.0249938964844,6041114
2025-01-10 14:45:00+00:00,237.9499969482422,239.0599975585937,237.47000122070312,239.0,2307389
2025-01-10 15:00:00+00:00,236.4850006103516,237.9149932861328,235.8000030517578,237.8800048828125,2912573
