Datetime,Close,High,Low,Open,Volume
2025-01-16 09:15:00+00:00,1.034293293952942,1.034293293952942,1.0317288637161257,1.0326480865478516,3869952
2025-01-16 09:30:00+00:00,1.0339857339859009,1.0343302488327026,1.0327304601669312,1.0343302488327026,0
2025-01-16 09:45:00+00:00,1.042631983757019,1.042631983757019,1.033979892730713,1.033979892730713,0
2025-01-16 10:00:00+00:00,1.0454198122024536,1.0454198122024536,1.0423873662948608,1.042801856994629,0
2025-01-16 10:15:00+00:00,1.045354247093201,1.0462762117385864,1.0451115369796753,1.0454405546188354,0
2025-01-16 10:30:00+00:00,1.04239022731781,1.0452910661697388,1.04239022731781,1.0452897548675537,0
2025-01-16 10:45:00+00:00,1.0435562133789062,1.0435562133789062,1.0415252447128296,1.0415252447128296,0
2025-01-16 11:00:00+00:00,1.048080563545227,1.048080563545227,1.0418940782546997,1.0436747074127195,0
2025-01-16 11:15:00+00:00,1.0534793138504028,1.0534793138504028,1.0457820892333984,1.0479695796966553,6740864
2025-01-16 11:30:00+00:00,1.055625081062317,1.0580096244812012,1.0533267259597778,1.0533267259597778,5446656
2025-01-16 11:45:00+00:00,1.0622504949569702,1.0622504949569702,1.0565688610076904,1.0565688610076904,11963008
2025-01-16 12:00:00+00:00,1.069886326789856,1.069886326789856,1.0615599155426023,1.0638071298599243,16248576
2025-01-16 12:15:00+00:00,1.0938043594360352,1.0938043594360352,1.0706266164779663,1.0706266164779663,69062656
2025-01-16 12:30:00+00:00,1.0969771146774292,1.0981223583221436,1.0925794839859009,1.0936945676803589,40677248
2025-01-16 12:45:00+00:00,1.1046485900878906,1.1047616004943848,1.0963221788406372,1.0963221788406372,40726784
2025-01-16 13:00:00+00:00,1.0917891263961792,1.1096563339233398,1.0917891263961792,1.1066292524337769,35413376
2025-01-16 13:15:00+00:00,1.0936405658721924,1.0936405658721924,1.087017297744751,1.091665267944336,27589376
2025-01-16 13:30:00+00:00,1.0883705615997314,1.0929988622665403,1.0881541967391968,1.0929988622665403,0
2025-01-16 13:45:00+00:00,1.0898407697677612,1.092965602874756,1.089314103126526,1.09040105342865,0
2025-01-16 14:00:00+00:00,1.0934436321258545,1.0934436321258545,1.089301347732544,1.089858889579773,0
2025-01-16 14:15:00+00:00,1.098122000694275,1.1005427837371826,1.0962800979614258,1.0962800979614258,1173376
2025-01-16 14:30:00+00:00,1.0834693908691406,1.0983208417892456,1.0834693908691406,1.0983208417892456,2662784
2025-01-16 14:45:00+00:00,1.0681564807891846,1.0741755962371826,1.0615278482437134,1.0741755962371826,75012352
2025-01-16 15:00:00+00:00,1.07962167263031,1.07962167263031,1.0677391290664673,1.0677391290664673,10319744
2025-01-16 15:15:00+00:00,1.0827187299728394,1.0827187299728394,1.0757734775543213,1.0779274702072144,0
2025-01-16 15:30:00+00:00,1.0881394147872925,1.090162992477417,1.0857555866241455,1.0884523391723633,1525888
2025-01-16 15:45:00+00:00,1.0980767011642456,1.0980767011642456,1.087780475616455,1.0887551307678225,9234816
2025-01-16 16:00:00+00:00,1.1239649057388306,1.1239649057388306,1.09843111038208,1.09843111038208,28909440
2025-01-16 16:15:00+00:00,1.1382670402526855,1.1382670402526855,1.1272283792495728,1.1280118227005005,52694144
2025-01-16 16:30:00+00:00,1.137421727180481,1.139601707458496,1.137421727180481,1.138158679008484,31403008
2025-01-16 16:45:00+00:00,1.1272284984588623,1.1357240676879885,1.1272284984588623,1.1357240676879885,18785536
2025-01-16 17:00:00+00:00,1.1274542808532717,1.1274542808532717,1.1242653131484983,1.127119779586792,7883264
2025-01-16 17:15:00+00:00,1.1321865320205688,1.1321865320205688,1.129191279411316,1.1298787593841553,21278976
2025-01-16 17:30:00+00:00,1.134310007095337,1.1390109062194824,1.1329114437103271,1.1329114437103271,15268352
2025-01-16 17:45:00+00:00,1.1320854425430298,1.1333398818969729,1.1300609111785889,1.1333398818969729,4660224
2025-01-16 18:00:00+00:00,1.1276317834854126,1.1318154335021973,1.1276317834854126,1.1318154335021973,1108224
2025-01-16 18:15:00+00:00,1.1263561248779297,1.1274101734161377,1.12352454662323,1.1274101734161377,10403584
